head_idx,drift_final_ablated,entropy_logits_ablated,delta_drift_final,delta_entropy_logits,mean_between_mid,mean_between_final,mean_between_kl,vdi_effect
7,0.366521307762633,2.565677602775395,0.0001740151263298073,0.176355566480197,0.25328509137034416,0.44179534912109375,7.171554376189306,-0.0099617806625564
9,0.3565647855718085,1.5794529701815918,-0.009782507064494683,-0.8098690661136061,0.18326441198587418,0.31895510479807854,5.274279849343657,-0.0087593764159343
13,0.35430843272107715,1.836470830719918,-0.012038859915226019,-0.5528512055752799,0.29077911376953125,0.4857940673828125,8.00984501838684,0.0141673027238079
21,0.35035997755984044,1.8122585701057687,-0.015987315076462727,-0.5770634661894292,0.21900558471679688,0.3892784118652344,6.416219996764994,0.0181575335648122
22,0.36111515126329785,1.828799274400808,-0.005232141373005317,-0.56052276189439,0.2673511505126953,0.4522107392549515,7.640210488341836,0.0151795886900178
28,0.3679406998005319,1.8906362281413749,0.0015934071642287329,-0.498685808153823,0.20175806805491447,0.3646558076143265,6.000213195802644,-0.0113989747270221
