layer,head,mean_value,rank
0,10,1.6103515625,1
0,14,1.6171875,2
0,3,1.6416015625,3
0,1,1.6533203125,4
0,0,1.6640625,5
0,12,1.6640625,6
0,5,1.666015625,7
0,13,1.6787109375,8
0,8,1.6865234375,9
0,6,1.697265625,10
0,15,1.7119140625,11
0,9,1.7236328125,12
