layer,head,mean_value,rank
31,17,1.1005859375,269
32,3,1.1005859375,270
32,16,1.1005859375,271
33,4,1.1005859375,272
33,14,1.1005859375,273
34,0,1.1005859375,274
34,6,1.1005859375,275
34,18,1.1005859375,276
1,0,1.1015625,277
1,5,1.1015625,278
1,10,1.1015625,279
1,18,1.1015625,280
2,3,1.1015625,281
3,13,1.1015625,282
4,14,1.1015625,283
5,1,1.1015625,284
5,15,1.1015625,285
5,17,1.1015625,286
6,1,1.1015625,287
7,10,1.1015625,288
8,1,1.1015625,289
8,15,1.1015625,290
9,5,1.1015625,291
9,8,1.1015625,292
10,9,1.1015625,293
10,15,1.1015625,294
10,16,1.1015625,295
11,5,1.1015625,296
11,8,1.1015625,297
11,12,1.1015625,298
11,15,1.1015625,299
12,18,1.1015625,300
13,2,1.1015625,301
13,12,1.1015625,302
14,4,1.1015625,303
14,9,1.1015625,304
14,12,1.1015625,305
15,5,1.1015625,306
16,10,1.1015625,307
18,19,1.1015625,308
19,19,1.1015625,309
20,16,1.1015625,310
21,1,1.1015625,311
21,3,1.1015625,312
22,4,1.1015625,313
23,6,1.1015625,314
24,6,1.1015625,315
24,9,1.1015625,316
25,1,1.1015625,317
25,10,1.1015625,318
25,16,1.1015625,319
26,8,1.1015625,320
26,10,1.1015625,321
26,14,1.1015625,322
28,18,1.1015625,323
29,6,1.1015625,324
29,10,1.1015625,325
30,14,1.1015625,326
30,15,1.1015625,327
31,4,1.1015625,328
32,4,1.1015625,329
32,6,1.1015625,330
33,19,1.1015625,331
34,9,1.1015625,332
35,0,1.1015625,333
35,2,1.1015625,334
35,10,1.1015625,335
0,4,1.1025390625,336
0,6,1.1025390625,337
0,15,1.1025390625,338
0,18,1.1025390625,339
1,9,1.1025390625,340
1,14,1.1025390625,341
1,15,1.1025390625,342
2,6,1.1025390625,343
3,6,1.1025390625,344
3,18,1.1025390625,345
4,15,1.1025390625,346
5,0,1.1025390625,347
5,4,1.1025390625,348
7,7,1.1025390625,349
8,4,1.1025390625,350
8,18,1.1025390625,351
9,6,1.1025390625,352
9,15,1.1025390625,353
9,16,1.1025390625,354
10,1,1.1025390625,355
10,18,1.1025390625,356
12,4,1.1025390625,357
12,9,1.1025390625,358
13,8,1.1025390625,359
15,7,1.1025390625,360
17,6,1.1025390625,361
19,0,1.1025390625,362
19,11,1.1025390625,363
20,1,1.1025390625,364
20,7,1.1025390625,365
20,12,1.1025390625,366
21,8,1.1025390625,367
22,5,1.1025390625,368
22,8,1.1025390625,369
22,12,1.1025390625,370
22,16,1.1025390625,371
22,18,1.1025390625,372
23,1,1.1025390625,373
23,5,1.1025390625,374
23,14,1.1025390625,375
23,15,1.1025390625,376
24,10,1.1025390625,377
24,14,1.1025390625,378
25,9,1.1025390625,379
25,19,1.1025390625,380
26,4,1.1025390625,381
26,18,1.1025390625,382
27,0,1.1025390625,383
27,9,1.1025390625,384
28,9,1.1025390625,385
28,13,1.1025390625,386
29,2,1.1025390625,387
29,11,1.1025390625,388
29,13,1.1025390625,389
30,10,1.1025390625,390
30,16,1.1025390625,391
30,18,1.1025390625,392
31,5,1.1025390625,393
31,6,1.1025390625,394
32,10,1.1025390625,395
33,1,1.1025390625,396
33,6,1.1025390625,397
33,7,1.1025390625,398
34,12,1.1025390625,399
34,16,1.1025390625,400
34,19,1.1025390625,401
35,15,1.1025390625,402
0,1,1.103515625,403
1,2,1.103515625,404
1,4,1.103515625,405
1,6,1.103515625,406
1,7,1.103515625,407
1,11,1.103515625,408
1,17,1.103515625,409
1,19,1.103515625,410
2,1,1.103515625,411
2,13,1.103515625,412
2,14,1.103515625,413
2,16,1.103515625,414
3,11,1.103515625,415
3,14,1.103515625,416
3,15,1.103515625,417
3,16,1.103515625,418
5,9,1.103515625,419
6,18,1.103515625,420
7,1,1.103515625,421
7,11,1.103515625,422
7,13,1.103515625,423
7,19,1.103515625,424
8,0,1.103515625,425
8,2,1.103515625,426
9,0,1.103515625,427
10,0,1.103515625,428
10,4,1.103515625,429
10,13,1.103515625,430
11,0,1.103515625,431
11,11,1.103515625,432
12,6,1.103515625,433
12,15,1.103515625,434
13,3,1.103515625,435
14,10,1.103515625,436
14,11,1.103515625,437
14,18,1.103515625,438
15,11,1.103515625,439
16,4,1.103515625,440
16,6,1.103515625,441
17,4,1.103515625,442
18,2,1.103515625,443
19,6,1.103515625,444
19,16,1.103515625,445
20,11,1.103515625,446
21,9,1.103515625,447
23,0,1.103515625,448
23,8,1.103515625,449
23,19,1.103515625,450
24,16,1.103515625,451
26,2,1.103515625,452
26,17,1.103515625,453
26,19,1.103515625,454
27,17,1.103515625,455
28,2,1.103515625,456
28,5,1.103515625,457
28,7,1.103515625,458
29,7,1.103515625,459
29,15,1.103515625,460
29,16,1.103515625,461
30,4,1.103515625,462
31,1,1.103515625,463
31,10,1.103515625,464
31,11,1.103515625,465
31,13,1.103515625,466
31,14,1.103515625,467
31,19,1.103515625,468
32,7,1.103515625,469
32,11,1.103515625,470
32,15,1.103515625,471
33,0,1.103515625,472
33,3,1.103515625,473
33,12,1.103515625,474
33,13,1.103515625,475
33,15,1.103515625,476
34,7,1.103515625,477
35,11,1.103515625,478
0,2,1.1044921875,479
0,8,1.1044921875,480
0,12,1.1044921875,481
0,17,1.1044921875,482
1,13,1.1044921875,483
2,15,1.1044921875,484
2,17,1.1044921875,485
3,9,1.1044921875,486
4,10,1.1044921875,487
4,17,1.1044921875,488
5,10,1.1044921875,489
6,11,1.1044921875,490
7,8,1.1044921875,491
7,12,1.1044921875,492
8,12,1.1044921875,493
9,3,1.1044921875,494
9,18,1.1044921875,495
10,19,1.1044921875,496
11,6,1.1044921875,497
11,13,1.1044921875,498
12,1,1.1044921875,499
16,1,1.1044921875,500
16,18,1.1044921875,501
18,3,1.1044921875,502
18,14,1.1044921875,503
19,5,1.1044921875,504
21,2,1.1044921875,505
21,11,1.1044921875,506
22,6,1.1044921875,507
22,13,1.1044921875,508
22,19,1.1044921875,509
23,2,1.1044921875,510
23,9,1.1044921875,511
24,1,1.1044921875,512
24,5,1.1044921875,513
25,0,1.1044921875,514
25,3,1.1044921875,515
25,4,1.1044921875,516
25,7,1.1044921875,517
25,8,1.1044921875,518
26,6,1.1044921875,519
27,14,1.1044921875,520
27,15,1.1044921875,521
28,0,1.1044921875,522
28,14,1.1044921875,523
29,3,1.1044921875,524
29,19,1.1044921875,525
30,2,1.1044921875,526
30,8,1.1044921875,527
32,1,1.1044921875,528
33,9,1.1044921875,529
34,13,1.1044921875,530
1,8,1.10546875,531
2,0,1.10546875,532
2,7,1.10546875,533
3,1,1.10546875,534
4,6,1.10546875,535
4,11,1.10546875,536
5,7,1.10546875,537
6,16,1.10546875,538
7,5,1.10546875,539
7,18,1.10546875,540
10,12,1.10546875,541
11,3,1.10546875,542
11,14,1.10546875,543
12,5,1.10546875,544
13,4,1.10546875,545
13,11,1.10546875,546
15,2,1.10546875,547
18,9,1.10546875,548
20,19,1.10546875,549
21,18,1.10546875,550
21,19,1.10546875,551
25,2,1.10546875,552
25,5,1.10546875,553
26,9,1.10546875,554
26,15,1.10546875,555
27,4,1.10546875,556
27,6,1.10546875,557
27,7,1.10546875,558
27,12,1.10546875,559
27,13,1.10546875,560
27,19,1.10546875,561
28,1,1.10546875,562
28,17,1.10546875,563
29,0,1.10546875,564
29,1,1.10546875,565
29,5,1.10546875,566
30,3,1.10546875,567
30,7,1.10546875,568
30,12,1.10546875,569
30,19,1.10546875,570
31,15,1.10546875,571
34,8,1.10546875,572
34,10,1.10546875,573
34,15,1.10546875,574
2,9,1.1064453125,575
2,10,1.1064453125,576
2,19,1.1064453125,577
3,2,1.1064453125,578
3,5,1.1064453125,579
4,19,1.1064453125,580
5,3,1.1064453125,581
6,8,1.1064453125,582
6,12,1.1064453125,583
6,14,1.1064453125,584
6,19,1.1064453125,585
7,2,1.1064453125,586
7,14,1.1064453125,587
8,8,1.1064453125,588
9,7,1.1064453125,589
11,4,1.1064453125,590
11,18,1.1064453125,591
15,3,1.1064453125,592
18,1,1.1064453125,593
18,5,1.1064453125,594
19,12,1.1064453125,595
21,14,1.1064453125,596
22,3,1.1064453125,597
22,17,1.1064453125,598
26,0,1.1064453125,599
27,1,1.1064453125,600
27,18,1.1064453125,601
28,12,1.1064453125,602
30,11,1.1064453125,603
31,0,1.1064453125,604
33,10,1.1064453125,605
34,5,1.1064453125,606
35,1,1.1064453125,607
35,19,1.1064453125,608
0,16,1.107421875,609
1,16,1.107421875,610
4,3,1.107421875,611
4,12,1.107421875,612
8,6,1.107421875,613
11,1,1.107421875,614
11,9,1.107421875,615
13,16,1.107421875,616
16,15,1.107421875,617
19,9,1.107421875,618
22,10,1.107421875,619
23,3,1.107421875,620
25,18,1.107421875,621
28,11,1.107421875,622
30,5,1.107421875,623
31,16,1.107421875,624
32,9,1.107421875,625
34,17,1.107421875,626
0,19,1.1083984375,627
3,7,1.1083984375,628
4,7,1.1083984375,629
8,19,1.1083984375,630
9,19,1.1083984375,631
13,15,1.1083984375,632
14,3,1.1083984375,633
15,16,1.1083984375,634
15,17,1.1083984375,635
31,18,1.1083984375,636
0,7,1.109375,637
0,10,1.109375,638
4,5,1.109375,639
4,18,1.109375,640
5,11,1.109375,641
6,4,1.109375,642
7,3,1.109375,643
9,2,1.109375,644
10,6,1.109375,645
12,0,1.109375,646
13,19,1.109375,647
16,19,1.109375,648
17,8,1.109375,649
19,7,1.109375,650
20,0,1.109375,651
25,12,1.109375,652
32,2,1.109375,653
32,17,1.109375,654
33,17,1.109375,655
0,5,1.1103515625,656
3,17,1.1103515625,657
5,12,1.1103515625,658
6,13,1.1103515625,659
15,8,1.1103515625,660
24,19,1.1103515625,661
29,8,1.1103515625,662
35,12,1.1103515625,663
3,0,1.111328125,664
7,6,1.111328125,665
12,11,1.111328125,666
12,19,1.111328125,667
15,1,1.111328125,668
16,8,1.111328125,669
17,16,1.111328125,670
30,0,1.111328125,671
0,0,1.1123046875,672
12,2,1.1123046875,673
13,14,1.1123046875,674
15,10,1.1123046875,675
16,2,1.1123046875,676
17,9,1.1123046875,677
18,6,1.1123046875,678
18,15,1.1123046875,679
18,18,1.1123046875,680
19,18,1.1123046875,681
23,4,1.1123046875,682
32,18,1.1123046875,683
0,11,1.11328125,684
5,6,1.11328125,685
16,16,1.11328125,686
14,7,1.1142578125,687
19,10,1.1142578125,688
2,8,1.115234375,689
8,10,1.115234375,690
11,17,1.115234375,691
13,1,1.115234375,692
13,6,1.115234375,693
17,1,1.115234375,694
17,10,1.115234375,695
18,10,1.115234375,696
19,17,1.115234375,697
16,11,1.1162109375,698
27,11,1.1162109375,699
15,15,1.1171875,700
17,17,1.1171875,701
14,2,1.119140625,702
16,12,1.119140625,703
0,3,1.1201171875,704
17,0,1.1201171875,705
21,5,1.1201171875,706
24,17,1.1201171875,707
11,16,1.12109375,708
10,17,1.123046875,709
21,7,1.1240234375,710
4,8,1.1259765625,711
24,18,1.126953125,712
21,13,1.130859375,713
32,0,1.1328125,714
33,11,1.1328125,715
0,13,1.138671875,716
34,14,1.1435546875,717
30,13,1.14453125,718
18,12,1.15234375,719
20,2,1.2001953125,720
