layer,head,entropy_final_abl,entropy_final_base,d_entropy_final
9,0,6.2611565589904785,6.256402969360352,0.004753589630126953
9,1,6.257006645202637,6.256402969360352,0.0006036758422851562
9,2,6.2628607749938965,6.256402969360352,0.006457805633544922
9,3,6.253420352935791,6.256402969360352,-0.002982616424560547
9,4,6.235253810882568,6.256402969360352,-0.021149158477783203
9,5,6.247311592102051,6.256402969360352,-0.009091377258300781
9,6,6.254148006439209,6.256402969360352,-0.002254962921142578
9,7,6.261967182159424,6.256402969360352,0.005564212799072266
9,8,6.251896381378174,6.256402969360352,-0.004506587982177734
9,9,6.255496501922607,6.256402969360352,-0.0009064674377441406
9,10,6.264165878295898,6.256402969360352,0.007762908935546875
9,11,6.234631538391113,6.256402969360352,-0.02177143096923828
10,0,6.255436420440674,6.256402969360352,-0.0009665489196777344
10,1,6.2704877853393555,6.256402969360352,0.014084815979003906
10,2,6.286784648895264,6.256402969360352,0.03038167953491211
10,3,6.263985633850098,6.256402969360352,0.007582664489746094
10,4,6.239709377288818,6.256402969360352,-0.016693592071533203
10,5,6.24814510345459,6.256402969360352,-0.008257865905761719
10,6,6.260366439819336,6.256402969360352,0.003963470458984375
10,7,6.205874919891357,6.256402969360352,-0.05052804946899414
10,8,6.208584785461426,6.256402969360352,-0.04781818389892578
10,9,6.268953800201416,6.256402969360352,0.012550830841064453
10,10,6.241196632385254,6.256402969360352,-0.015206336975097656
10,11,6.2845964431762695,6.256402969360352,0.02819347381591797
11,0,6.197427272796631,6.256402969360352,-0.0589756965637207
11,1,6.265562057495117,6.256402969360352,0.009159088134765625
11,2,6.2695841789245605,6.256402969360352,0.013181209564208984
11,3,6.251836776733398,6.256402969360352,-0.004566192626953125
11,4,6.191145896911621,6.256402969360352,-0.06525707244873047
11,5,6.251650333404541,6.256402969360352,-0.004752635955810547
11,6,6.282037734985352,6.256402969360352,0.025634765625
11,7,6.247429847717285,6.256402969360352,-0.008973121643066406
11,8,6.332548141479492,6.256402969360352,0.07614517211914062
11,9,6.272195816040039,6.256402969360352,0.0157928466796875
11,10,6.251648426055908,6.256402969360352,-0.004754543304443359
11,11,6.253349781036377,6.256402969360352,-0.0030531883239746094
