layer,head,mean_value,rank
0,29,4.546875,1
31,25,4.60546875,2
31,22,4.65234375,3
31,27,4.6875,4
0,12,4.6953125,5
26,29,4.73828125,6
18,12,4.7578125,7
3,7,4.80078125,8
29,9,4.80078125,9
1,11,4.82421875,10
19,7,4.828125,11
24,21,4.828125,12
