layer,head,entropy_final_abl,entropy_final_base,d_entropy_final
9,0,6.139271259307861,6.140265464782715,-0.0009942054748535156
9,1,6.140206336975098,6.140265464782715,-5.91278076171875e-05
9,2,6.154738903045654,6.140265464782715,0.014473438262939453
9,3,6.14519739151001,6.140265464782715,0.004931926727294922
9,4,6.128233909606934,6.140265464782715,-0.01203155517578125
9,5,6.120395183563232,6.140265464782715,-0.019870281219482422
9,6,6.133640766143799,6.140265464782715,-0.006624698638916016
9,7,6.154739856719971,6.140265464782715,0.01447439193725586
9,8,6.131997108459473,6.140265464782715,-0.008268356323242188
9,9,6.14118766784668,6.140265464782715,0.0009222030639648438
9,10,6.158903121948242,6.140265464782715,0.018637657165527344
9,11,6.143557548522949,6.140265464782715,0.003292083740234375
10,0,6.155764102935791,6.140265464782715,0.015498638153076172
10,1,6.151247501373291,6.140265464782715,0.010982036590576172
10,2,6.180924892425537,6.140265464782715,0.040659427642822266
10,3,6.130694389343262,6.140265464782715,-0.009571075439453125
10,4,6.12734317779541,6.140265464782715,-0.012922286987304688
10,5,6.150938510894775,6.140265464782715,0.010673046112060547
10,6,6.124959945678711,6.140265464782715,-0.015305519104003906
10,7,6.080338478088379,6.140265464782715,-0.05992698669433594
10,8,6.07961368560791,6.140265464782715,-0.06065177917480469
10,9,6.135354995727539,6.140265464782715,-0.004910469055175781
10,10,6.116158962249756,6.140265464782715,-0.024106502532958984
10,11,6.187866687774658,6.140265464782715,0.04760122299194336
11,0,5.985803127288818,6.140265464782715,-0.15446233749389648
11,1,6.146668434143066,6.140265464782715,0.0064029693603515625
11,2,6.1594929695129395,6.140265464782715,0.01922750473022461
11,3,6.135756015777588,6.140265464782715,-0.004509449005126953
11,4,6.086175918579102,6.140265464782715,-0.05408954620361328
11,5,6.1243767738342285,6.140265464782715,-0.015888690948486328
11,6,6.166923999786377,6.140265464782715,0.02665853500366211
11,7,6.128349781036377,6.140265464782715,-0.01191568374633789
11,8,6.157382011413574,6.140265464782715,0.017116546630859375
11,9,6.152741432189941,6.140265464782715,0.012475967407226562
11,10,6.140079975128174,6.140265464782715,-0.00018548965454101562
11,11,6.137977123260498,6.140265464782715,-0.002288341522216797
