layer,head,mean_value,rank
0,20,2.392578125,1
2,22,2.634765625,2
1,0,2.650390625,3
2,5,2.697265625,4
30,3,2.708984375,5
0,25,2.740234375,6
31,25,2.74609375,7
26,29,2.783203125,8
1,30,2.802734375,9
13,30,2.8125,10
31,27,2.8125,11
16,15,2.826171875,12
