model,sigma,head,layer,var_before,var_after_full,vdi_full,var_after_minus,vdi_minus,vdi_effect
pythia-410m-deduped,0.05,0,0,0.4163922412578876,159.22245042067308,-381.38572827311776,157.76739483173077,-377.8912933514998,-3.4944349216179167
pythia-410m-deduped,0.05,1,0,0.4163922412578876,159.22245042067308,-381.38572827311776,157.48197716346155,-377.20583949336117,-4.179888779756566
pythia-410m-deduped,0.05,2,0,0.4163922412578876,159.22245042067308,-381.38572827311776,158.13424879807692,-378.77232313543124,-2.613405137686498
pythia-410m-deduped,0.05,3,0,0.4163922412578876,159.22245042067308,-381.38572827311776,157.59035456730768,-377.4661166866123,-3.919611586505475
pythia-410m-deduped,0.05,4,0,0.4163922412578876,159.22245042067308,-381.38572827311776,159.23267578125,-381.4102853122836,0.02455703916584737
pythia-410m-deduped,0.05,5,0,0.4163922412578876,159.22245042067308,-381.38572827311776,155.45138521634615,-372.3292069677859,-9.056521305331831
pythia-410m-deduped,0.05,6,0,0.4163922412578876,159.22245042067308,-381.38572827311776,158.0624579326923,-378.5999115045907,-2.785816768527057
pythia-410m-deduped,0.05,7,0,0.4163922412578876,159.22245042067308,-381.38572827311776,157.98623647836538,-378.4168594522838,-2.9688688208339244
pythia-410m-deduped,0.05,8,0,0.4163922412578876,159.22245042067308,-381.38572827311776,158.0423076923077,-378.55151905538526,-2.8342092177324574
pythia-410m-deduped,0.05,9,0,0.4163922412578876,159.22245042067308,-381.38572827311776,155.57514873798078,-372.62643518044604,-8.759293092671697
pythia-410m-deduped,0.05,10,0,0.4163922412578876,159.22245042067308,-381.38572827311776,158.4298828125,-379.482312383862,-1.9034158892557402
pythia-410m-deduped,0.05,11,0,0.4163922412578876,159.22245042067308,-381.38572827311776,159.0227839543269,-380.9062129350245,-0.47951533809322794
pythia-410m-deduped,0.05,12,0,0.4163922412578876,159.22245042067308,-381.38572827311776,158.02475510817308,-378.50936508997614,-2.8763631831415992
pythia-410m-deduped,0.05,13,0,0.4163922412578876,159.22245042067308,-381.38572827311776,158.03708082932692,-378.5389663167344,-2.8467619563833675
pythia-410m-deduped,0.05,14,0,0.4163922412578876,159.22245042067308,-381.38572827311776,157.88909104567307,-378.1835567557714,-3.202171517346344
pythia-410m-deduped,0.05,15,0,0.4163922412578876,159.22245042067308,-381.38572827311776,157.44848257211538,-377.1253994946595,-4.260328778458235
