model,sigma,head,layer,var_before,var_after_full,vdi_full,var_after_minus,vdi_minus,vdi_effect
pythia-410m-deduped,0.08,0,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.06234224759615,-177.3011699900409,-1.6449619196758114
pythia-410m-deduped,0.08,1,0,1.065962395301232,191.8158097956731,-178.9461319097167,189.73194861778848,-176.99122131711957,-1.954910592597155
pythia-410m-deduped,0.08,2,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.4449278846154,-177.66008099732005,-1.2860509123966744
pythia-410m-deduped,0.08,3,0,1.065962395301232,191.8158097956731,-178.9461319097167,189.8140715144231,-177.06826239942848,-1.8778695102882352
pythia-410m-deduped,0.08,4,0,1.065962395301232,191.8158097956731,-178.9461319097167,191.96284405048078,-179.08406759624359,0.1379356865268612
pythia-410m-deduped,0.08,5,0,1.065962395301232,191.8158097956731,-178.9461319097167,187.05371844951924,-174.4787216453911,-4.467410264325624
pythia-410m-deduped,0.08,6,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.34294170673076,-177.56440578557317,-1.381726124143539
pythia-410m-deduped,0.08,7,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.27048978365386,-177.4964372311511,-1.4496946785655958
pythia-410m-deduped,0.08,8,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.43546424278847,-177.65120297135155,-1.2949289383651719
pythia-410m-deduped,0.08,9,0,1.065962395301232,191.8158097956731,-178.9461319097167,187.23981820913463,-174.6533054397498,-4.292826469966914
pythia-410m-deduped,0.08,10,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.82067758413461,-178.01257907903056,-0.9335528306861702
pythia-410m-deduped,0.08,11,0,1.065962395301232,191.8158097956731,-178.9461319097167,191.7811884014423,-178.91365290822154,-0.03247900149516905
pythia-410m-deduped,0.08,12,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.2864227764423,-177.5113842807456,-1.4347476289710992
pythia-410m-deduped,0.08,13,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.21585036057692,-177.44517892849638,-1.500952981220348
pythia-410m-deduped,0.08,14,0,1.065962395301232,191.8158097956731,-178.9461319097167,190.14842247596152,-177.38192352200866,-1.5642083877080633
pythia-410m-deduped,0.08,15,0,1.065962395301232,191.8158097956731,-178.9461319097167,189.38241586538462,-176.6633178620403,-2.282814047676436
