Probe,LogitDiff_Mean,Seeds,Scope
Facts,4.932670593261719,5,Full H1
Negation,0.3840183615684509,3,Full H1
Counterfactual,3.017080307006836,3,Full H1
Logic,0.3351253271102905,3,Full H1
