layer,head,mean_value,rank
2,7,-0.0740966796875,218
5,19,-0.0740966796875,219
11,18,-0.0740966796875,220
13,2,-0.0740966796875,221
14,7,-0.0740966796875,222
19,4,-0.0740966796875,223
27,19,-0.0740966796875,224
33,15,-0.0740966796875,225
16,5,-0.07403564453125,226
13,8,-0.073974609375,227
26,13,-0.073974609375,228
32,13,-0.073974609375,229
13,16,-0.07391357421875,230
23,5,-0.07391357421875,231
26,19,-0.07391357421875,232
35,11,-0.07391357421875,233
0,5,-0.0738525390625,234
2,14,-0.0738525390625,235
10,3,-0.0738525390625,236
31,6,-0.0738525390625,237
7,19,-0.07373046875,238
3,14,-0.07366943359375,239
6,6,-0.07366943359375,240
11,2,-0.07366943359375,241
19,2,-0.07366943359375,242
28,14,-0.07366943359375,243
9,5,-0.0736083984375,244
17,2,-0.0736083984375,245
28,1,-0.0736083984375,246
2,9,-0.07354736328125,247
17,1,-0.07354736328125,248
0,15,-0.073486328125,249
8,13,-0.073486328125,250
16,7,-0.073486328125,251
21,6,-0.073486328125,252
31,0,-0.073486328125,253
14,19,-0.07342529296875,254
24,6,-0.07342529296875,255
1,5,-0.0733642578125,256
13,19,-0.0733642578125,257
21,0,-0.0733642578125,258
23,18,-0.0733642578125,259
24,13,-0.07330322265625,260
26,18,-0.07330322265625,261
29,18,-0.07330322265625,262
30,16,-0.07330322265625,263
32,18,-0.07330322265625,264
8,4,-0.07318115234375,265
23,14,-0.07318115234375,266
5,13,-0.0731201171875,267
7,5,-0.0731201171875,268
7,12,-0.0731201171875,269
10,12,-0.0731201171875,270
18,6,-0.0731201171875,271
19,0,-0.0731201171875,272
29,13,-0.0731201171875,273
35,5,-0.0731201171875,274
7,9,-0.07305908203125,275
14,16,-0.07305908203125,276
15,7,-0.07305908203125,277
18,1,-0.07305908203125,278
19,5,-0.07305908203125,279
29,11,-0.07305908203125,280
0,19,-0.072998046875,281
22,4,-0.072998046875,282
28,12,-0.072998046875,283
34,4,-0.072998046875,284
0,1,-0.07293701171875,285
12,19,-0.07293701171875,286
19,11,-0.07293701171875,287
2,2,-0.0728759765625,288
4,11,-0.0728759765625,289
11,7,-0.0728759765625,290
28,10,-0.0728759765625,291
9,13,-0.07281494140625,292
18,16,-0.07281494140625,293
4,17,-0.07275390625,294
17,14,-0.07275390625,295
21,12,-0.07275390625,296
26,6,-0.07275390625,297
29,17,-0.07275390625,298
31,3,-0.07275390625,299
32,1,-0.07275390625,300
2,1,-0.07269287109375,301
3,2,-0.07269287109375,302
11,17,-0.07269287109375,303
17,9,-0.07269287109375,304
31,9,-0.07269287109375,305
32,14,-0.07269287109375,306
15,15,-0.0726318359375,307
16,12,-0.0726318359375,308
24,2,-0.0726318359375,309
11,0,-0.07257080078125,310
12,11,-0.07257080078125,311
15,10,-0.07257080078125,312
33,0,-0.07257080078125,313
33,17,-0.07257080078125,314
34,0,-0.07257080078125,315
1,13,-0.072509765625,316
5,9,-0.072509765625,317
6,19,-0.072509765625,318
22,16,-0.072509765625,319
33,16,-0.072509765625,320
12,8,-0.07244873046875,321
23,0,-0.07244873046875,322
3,10,-0.0723876953125,323
5,7,-0.0723876953125,324
1,7,-0.07232666015625,325
8,2,-0.07232666015625,326
23,19,-0.07232666015625,327
22,8,-0.072265625,328
24,5,-0.072265625,329
29,10,-0.072265625,330
10,17,-0.07220458984375,331
11,8,-0.07220458984375,332
22,13,-0.07220458984375,333
0,0,-0.0721435546875,334
6,4,-0.0721435546875,335
8,9,-0.0721435546875,336
9,0,-0.0721435546875,337
9,18,-0.0721435546875,338
10,11,-0.0721435546875,339
25,19,-0.0721435546875,340
26,1,-0.0721435546875,341
26,17,-0.0721435546875,342
28,4,-0.0721435546875,343
1,14,-0.07208251953125,344
8,0,-0.07208251953125,345
13,3,-0.07208251953125,346
15,0,-0.07208251953125,347
15,17,-0.07208251953125,348
7,8,-0.072021484375,349
10,14,-0.072021484375,350
11,5,-0.072021484375,351
18,13,-0.072021484375,352
26,16,-0.072021484375,353
30,18,-0.072021484375,354
32,6,-0.072021484375,355
11,1,-0.07196044921875,356
18,11,-0.07196044921875,357
31,12,-0.07196044921875,358
1,16,-0.0718994140625,359
7,7,-0.0718994140625,360
13,0,-0.0718994140625,361
13,5,-0.0718994140625,362
28,11,-0.0718994140625,363
4,6,-0.07183837890625,364
10,9,-0.07183837890625,365
14,9,-0.07183837890625,366
18,14,-0.07183837890625,367
31,4,-0.07183837890625,368
4,4,-0.07177734375,369
12,10,-0.07177734375,370
22,14,-0.07177734375,371
23,7,-0.07177734375,372
25,12,-0.07177734375,373
32,11,-0.07177734375,374
33,8,-0.07177734375,375
18,2,-0.07171630859375,376
3,5,-0.0716552734375,377
4,8,-0.0716552734375,378
5,2,-0.0716552734375,379
8,10,-0.0716552734375,380
8,15,-0.0716552734375,381
9,14,-0.0716552734375,382
12,3,-0.0716552734375,383
16,15,-0.071533203125,384
19,7,-0.071533203125,385
19,19,-0.071533203125,386
20,6,-0.071533203125,387
23,3,-0.071533203125,388
24,10,-0.071533203125,389
13,7,-0.07147216796875,390
5,0,-0.0714111328125,391
17,19,-0.0714111328125,392
9,11,-0.07135009765625,393
17,12,-0.07135009765625,394
1,0,-0.0712890625,395
14,6,-0.0712890625,396
18,8,-0.0712890625,397
22,6,-0.0712890625,398
25,14,-0.0712890625,399
15,12,-0.07122802734375,400
29,1,-0.07122802734375,401
31,10,-0.07122802734375,402
0,11,-0.0711669921875,403
8,6,-0.0711669921875,404
9,2,-0.0711669921875,405
19,13,-0.0711669921875,406
22,9,-0.0711669921875,407
23,6,-0.0711669921875,408
28,16,-0.0711669921875,409
31,18,-0.0711669921875,410
3,19,-0.07110595703125,411
13,14,-0.07110595703125,412
3,12,-0.071044921875,413
5,6,-0.071044921875,414
27,0,-0.071044921875,415
31,5,-0.071044921875,416
14,1,-0.07098388671875,417
22,17,-0.07098388671875,418
32,0,-0.07098388671875,419
1,17,-0.0709228515625,420
4,3,-0.0709228515625,421
11,11,-0.0709228515625,422
15,6,-0.0709228515625,423
15,11,-0.0709228515625,424
33,9,-0.0709228515625,425
11,19,-0.07086181640625,426
13,9,-0.07086181640625,427
21,4,-0.07086181640625,428
4,15,-0.07080078125,429
9,19,-0.07080078125,430
11,16,-0.07080078125,431
13,10,-0.07080078125,432
18,4,-0.07080078125,433
25,13,-0.07080078125,434
3,6,-0.07073974609375,435
5,18,-0.07073974609375,436
6,12,-0.07073974609375,437
7,3,-0.07073974609375,438
10,13,-0.07073974609375,439
16,1,-0.07073974609375,440
25,2,-0.07073974609375,441
11,4,-0.0706787109375,442
18,7,-0.0706787109375,443
20,13,-0.0706787109375,444
23,4,-0.0706787109375,445
9,6,-0.07061767578125,446
13,11,-0.07061767578125,447
15,14,-0.07061767578125,448
16,18,-0.07061767578125,449
6,10,-0.070556640625,450
9,9,-0.070556640625,451
14,12,-0.070556640625,452
1,15,-0.0704345703125,453
4,5,-0.0704345703125,454
6,8,-0.0704345703125,455
9,12,-0.0704345703125,456
10,16,-0.0704345703125,457
29,16,-0.0704345703125,458
9,3,-0.07037353515625,459
6,2,-0.0703125,460
11,12,-0.0703125,461
20,0,-0.0703125,462
29,0,-0.0703125,463
32,7,-0.0703125,464
12,18,-0.07025146484375,465
15,2,-0.07025146484375,466
27,3,-0.07025146484375,467
10,10,-0.0701904296875,468
18,19,-0.0701904296875,469
26,2,-0.0701904296875,470
25,1,-0.07012939453125,471
5,11,-0.070068359375,472
10,6,-0.070068359375,473
22,5,-0.070068359375,474
25,3,-0.070068359375,475
25,18,-0.070068359375,476
32,19,-0.070068359375,477
34,17,-0.070068359375,478
3,18,-0.07000732421875,479
4,7,-0.07000732421875,480
11,9,-0.0699462890625,481
12,13,-0.0699462890625,482
16,13,-0.0699462890625,483
17,8,-0.0699462890625,484
26,7,-0.0699462890625,485
28,2,-0.0699462890625,486
1,8,-0.06988525390625,487
4,13,-0.06988525390625,488
22,3,-0.06988525390625,489
22,19,-0.06988525390625,490
1,19,-0.06982421875,491
6,18,-0.06982421875,492
8,18,-0.06982421875,493
15,13,-0.06982421875,494
21,3,-0.06982421875,495
24,7,-0.06982421875,496
31,2,-0.06982421875,497
31,1,-0.06976318359375,498
17,5,-0.0697021484375,499
30,0,-0.0697021484375,500
34,13,-0.0697021484375,501
1,11,-0.06964111328125,502
7,10,-0.06964111328125,503
33,2,-0.06964111328125,504
3,9,-0.069580078125,505
11,10,-0.069580078125,506
12,16,-0.069580078125,507
20,19,-0.069580078125,508
0,10,-0.06951904296875,509
34,5,-0.06951904296875,510
7,1,-0.0694580078125,511
26,10,-0.0694580078125,512
10,18,-0.06939697265625,513
11,6,-0.06939697265625,514
18,15,-0.06939697265625,515
24,11,-0.06939697265625,516
28,3,-0.06939697265625,517
31,16,-0.06939697265625,518
15,16,-0.0693359375,519
30,10,-0.0693359375,520
31,17,-0.0693359375,521
2,17,-0.06927490234375,522
4,9,-0.06927490234375,523
8,3,-0.06927490234375,524
10,15,-0.06927490234375,525
16,11,-0.06927490234375,526
27,8,-0.06927490234375,527
8,14,-0.0692138671875,528
12,2,-0.0692138671875,529
35,8,-0.0692138671875,530
16,9,-0.06915283203125,531
34,9,-0.06915283203125,532
2,10,-0.069091796875,533
3,4,-0.069091796875,534
14,15,-0.069091796875,535
15,18,-0.069091796875,536
23,15,-0.069091796875,537
33,6,-0.069091796875,538
20,18,-0.06903076171875,539
28,18,-0.0689697265625,540
5,5,-0.06890869140625,541
10,1,-0.06890869140625,542
25,6,-0.06890869140625,543
35,6,-0.06890869140625,544
25,7,-0.06884765625,545
30,3,-0.06884765625,546
20,3,-0.06878662109375,547
27,5,-0.06878662109375,548
14,0,-0.0687255859375,549
20,15,-0.0687255859375,550
28,5,-0.0687255859375,551
6,0,-0.06866455078125,552
3,13,-0.068603515625,553
18,17,-0.068603515625,554
18,18,-0.068603515625,555
23,8,-0.068603515625,556
25,4,-0.068603515625,557
27,11,-0.068603515625,558
31,11,-0.068603515625,559
34,19,-0.068603515625,560
3,17,-0.0684814453125,561
4,10,-0.0684814453125,562
14,8,-0.0684814453125,563
2,15,-0.06842041015625,564
7,18,-0.06842041015625,565
12,6,-0.068359375,566
19,1,-0.068359375,567
30,2,-0.068359375,568
13,12,-0.06829833984375,569
26,12,-0.06829833984375,570
30,14,-0.06829833984375,571
5,15,-0.0682373046875,572
13,1,-0.0682373046875,573
28,8,-0.0682373046875,574
4,14,-0.06817626953125,575
5,16,-0.06817626953125,576
29,3,-0.06817626953125,577
12,14,-0.068115234375,578
26,15,-0.068115234375,579
27,16,-0.068115234375,580
29,7,-0.068115234375,581
31,15,-0.068115234375,582
30,5,-0.0679931640625,583
5,14,-0.06793212890625,584
28,6,-0.06793212890625,585
29,14,-0.06793212890625,586
19,6,-0.06787109375,587
31,14,-0.06781005859375,588
0,4,-0.0677490234375,589
6,7,-0.0677490234375,590
20,5,-0.0677490234375,591
29,8,-0.06768798828125,592
35,1,-0.06768798828125,593
4,12,-0.067626953125,594
7,16,-0.067626953125,595
0,18,-0.06756591796875,596
9,15,-0.0675048828125,597
8,8,-0.06744384765625,598
18,12,-0.0673828125,599
24,1,-0.06732177734375,600
32,12,-0.06732177734375,601
16,19,-0.06719970703125,602
23,12,-0.06719970703125,603
30,7,-0.06719970703125,604
32,16,-0.06719970703125,605
31,13,-0.067138671875,606
17,0,-0.06707763671875,607
15,8,-0.0670166015625,608
16,6,-0.0670166015625,609
30,19,-0.0670166015625,610
4,0,-0.06689453125,611
14,2,-0.06689453125,612
17,13,-0.06683349609375,613
0,17,-0.0667724609375,614
1,2,-0.0667724609375,615
18,0,-0.0667724609375,616
1,4,-0.06671142578125,617
23,2,-0.06671142578125,618
26,0,-0.06671142578125,619
29,12,-0.06671142578125,620
26,9,-0.066650390625,621
26,11,-0.066650390625,622
35,13,-0.066650390625,623
9,7,-0.0665283203125,624
15,5,-0.0665283203125,625
12,4,-0.06646728515625,626
25,8,-0.06646728515625,627
32,15,-0.06646728515625,628
8,12,-0.06640625,629
31,8,-0.06640625,630
34,1,-0.06640625,631
5,1,-0.06634521484375,632
24,19,-0.0662841796875,633
24,4,-0.06622314453125,634
24,18,-0.066162109375,635
33,3,-0.066162109375,636
21,11,-0.06610107421875,637
21,17,-0.06597900390625,638
14,18,-0.06585693359375,639
31,19,-0.06585693359375,640
6,16,-0.0657958984375,641
0,16,-0.06573486328125,642
1,12,-0.06573486328125,643
10,7,-0.06573486328125,644
17,3,-0.06561279296875,645
14,11,-0.0655517578125,646
16,17,-0.06536865234375,647
16,4,-0.06512451171875,648
23,17,-0.0650634765625,649
7,4,-0.06500244140625,650
16,14,-0.06494140625,651
23,9,-0.06494140625,652
25,0,-0.06488037109375,653
20,7,-0.06475830078125,654
20,14,-0.06475830078125,655
22,11,-0.06475830078125,656
9,8,-0.064697265625,657
27,12,-0.064697265625,658
27,14,-0.064697265625,659
17,7,-0.06463623046875,660
25,16,-0.06463623046875,661
9,16,-0.064453125,662
2,13,-0.0643310546875,663
6,1,-0.0643310546875,664
22,18,-0.0643310546875,665
25,15,-0.064208984375,666
30,15,-0.064208984375,667
10,19,-0.06414794921875,668
21,2,-0.06396484375,669
22,12,-0.06396484375,670
26,14,-0.06390380859375,671
35,15,-0.06390380859375,672
29,6,-0.06378173828125,673
24,15,-0.063720703125,674
30,1,-0.063720703125,675
0,7,-0.0635986328125,676
14,13,-0.0635986328125,677
12,0,-0.06353759765625,678
34,7,-0.06353759765625,679
30,12,-0.0634765625,680
21,19,-0.0633544921875,681
30,13,-0.063232421875,682
7,14,-0.0631103515625,683
24,14,-0.0631103515625,684
16,16,-0.06298828125,685
17,11,-0.06280517578125,686
21,5,-0.062744140625,687
22,1,-0.062744140625,688
35,19,-0.0626220703125,689
21,10,-0.0625,690
27,2,-0.06231689453125,691
34,15,-0.062225341796875,692
32,17,-0.06219482421875,693
26,8,-0.0621337890625,694
25,5,-0.06158447265625,695
6,14,-0.06072998046875,696
21,18,-0.06024169921875,697
33,13,-0.06024169921875,698
29,5,-0.060028076171875,699
20,12,-0.0594482421875,700
34,3,-0.059173583984375,701
6,15,-0.05859375,702
19,17,-0.0584716796875,703
20,2,-0.05780029296875,704
26,5,-0.057769775390625,705
19,12,-0.05706787109375,706
35,17,-0.056427001953125,707
33,18,-0.055572509765625,708
21,13,-0.0538330078125,709
19,14,-0.05316162109375,710
3,0,-0.05255126953125,711
32,9,-0.051849365234375,712
32,2,-0.044647216796875,713
35,3,-0.04229736328125,714
35,12,-0.0419921875,715
35,2,-0.034515380859375,716
34,8,-0.0106048583984375,717
34,2,0.038360595703125,718
34,11,0.048309326171875,719
33,11,0.07427978515625,720
