model,head,condition,layer,step,mean_drift,mean_entropy
pythia-2.8b-deduped,-1,base,resid0,9,0.748748779296875,3.2382881664671004
pythia-2.8b-deduped,-1,base,resid_mid,9,0.203521728515625,3.2382881664671004
pythia-2.8b-deduped,-1,base,resid_final,9,0.369140625,3.2382881664671004
pythia-2.8b-deduped,-1,base,resid0,10,0.892578125,3.6453020934714004
pythia-2.8b-deduped,-1,base,resid_mid,10,0.19696044921875,3.6453020934714004
pythia-2.8b-deduped,-1,base,resid_final,10,0.462127685546875,3.6453020934714004
pythia-2.8b-deduped,-1,base,resid0,11,0.906036376953125,2.866209296233137
pythia-2.8b-deduped,-1,base,resid_mid,11,0.207244873046875,2.866209296233137
pythia-2.8b-deduped,-1,base,resid_final,11,0.3519287109375,2.866209296233137
pythia-2.8b-deduped,-1,base,resid0,12,0.89703369140625,2.7095769476145506
pythia-2.8b-deduped,-1,base,resid_mid,12,0.18994140625,2.7095769476145506
pythia-2.8b-deduped,-1,base,resid_final,12,0.309722900390625,2.7095769476145506
pythia-2.8b-deduped,-1,base,resid0,13,0.92474365234375,3.216948018874973
pythia-2.8b-deduped,-1,base,resid_mid,13,0.201751708984375,3.216948018874973
pythia-2.8b-deduped,-1,base,resid_final,13,0.30694580078125,3.216948018874973
pythia-2.8b-deduped,-1,base,resid0,14,0.840301513671875,2.878555217757821
pythia-2.8b-deduped,-1,base,resid_mid,14,0.18670654296875,2.878555217757821
pythia-2.8b-deduped,-1,base,resid_final,14,0.2562255859375,2.878555217757821
pythia-2.8b-deduped,-1,base,resid0,15,0.81097412109375,2.385181170189753
pythia-2.8b-deduped,-1,base,resid_mid,15,0.1971435546875,2.385181170189753
pythia-2.8b-deduped,-1,base,resid_final,15,0.273284912109375,2.385181170189753
pythia-2.8b-deduped,-1,base,resid0,16,0.862274169921875,2.9080406557768583
pythia-2.8b-deduped,-1,base,resid_mid,16,0.200927734375,2.9080406557768583
pythia-2.8b-deduped,-1,base,resid_final,16,0.33642578125,2.9080406557768583
pythia-2.8b-deduped,-1,base,resid0,17,0.840576171875,2.1726390831172466
pythia-2.8b-deduped,-1,base,resid_mid,17,0.19134521484375,2.1726390831172466
pythia-2.8b-deduped,-1,base,resid_final,17,0.3099365234375,2.1726390831172466
pythia-2.8b-deduped,-1,base,resid0,18,0.7861328125,3.1581087335944176
pythia-2.8b-deduped,-1,base,resid_mid,18,0.177642822265625,3.1581087335944176
pythia-2.8b-deduped,-1,base,resid_final,18,0.320281982421875,3.1581087335944176
pythia-2.8b-deduped,-1,base,resid0,19,0.876495361328125,3.28391544893384
pythia-2.8b-deduped,-1,base,resid_mid,19,0.18609619140625,3.28391544893384
pythia-2.8b-deduped,-1,base,resid_final,19,0.322784423828125,3.28391544893384
pythia-2.8b-deduped,-1,base,resid0,20,0.9208984375,2.2499473243951797
pythia-2.8b-deduped,-1,base,resid_mid,20,0.210113525390625,2.2499473243951797
pythia-2.8b-deduped,-1,base,resid_final,20,0.38433837890625,2.2499473243951797
pythia-2.8b-deduped,-1,base,resid0,21,0.914794921875,2.313622534275055
pythia-2.8b-deduped,-1,base,resid_mid,21,0.1942138671875,2.313622534275055
pythia-2.8b-deduped,-1,base,resid_final,21,0.3626708984375,2.313622534275055
pythia-2.8b-deduped,-1,base,resid0,22,0.878143310546875,2.9863616172224283
pythia-2.8b-deduped,-1,base,resid_mid,22,0.212921142578125,2.9863616172224283
pythia-2.8b-deduped,-1,base,resid_final,22,0.37530517578125,2.9863616172224283
pythia-2.8b-deduped,-1,base,resid0,23,0.797393798828125,1.9295269625727087
pythia-2.8b-deduped,-1,base,resid_mid,23,0.2032470703125,1.9295269625727087
pythia-2.8b-deduped,-1,base,resid_final,23,0.32623291015625,1.9295269625727087
pythia-2.8b-deduped,-1,base,resid0,24,0.888946533203125,2.9334215028211474
pythia-2.8b-deduped,-1,base,resid_mid,24,0.214019775390625,2.9334215028211474
pythia-2.8b-deduped,-1,base,resid_final,24,0.4759521484375,2.9334215028211474
pythia-2.8b-deduped,-1,base,resid0,25,0.842742919921875,1.9983361336235248
pythia-2.8b-deduped,-1,base,resid_mid,25,0.21234130859375,1.9983361336235248
pythia-2.8b-deduped,-1,base,resid_final,25,0.3184814453125,1.9983361336235248
pythia-2.8b-deduped,-1,base,resid0,26,0.856170654296875,2.51338266255334
pythia-2.8b-deduped,-1,base,resid_mid,26,0.201141357421875,2.51338266255334
pythia-2.8b-deduped,-1,base,resid_final,26,0.38531494140625,2.51338266255334
pythia-2.8b-deduped,-1,base,resid0,27,0.927093505859375,2.4660523128695786
pythia-2.8b-deduped,-1,base,resid_mid,27,0.198486328125,2.4660523128695786
pythia-2.8b-deduped,-1,base,resid_final,27,0.315185546875,2.4660523128695786
pythia-2.8b-deduped,-1,base,resid0,28,0.931549072265625,2.4151924352627248
pythia-2.8b-deduped,-1,base,resid_mid,28,0.2161865234375,2.4151924352627248
pythia-2.8b-deduped,-1,base,resid_final,28,0.348968505859375,2.4151924352627248
pythia-2.8b-deduped,-1,base,resid0,29,0.90423583984375,2.48504337342456
pythia-2.8b-deduped,-1,base,resid_mid,29,0.22607421875,2.48504337342456
pythia-2.8b-deduped,-1,base,resid_final,29,0.33984375,2.48504337342456
pythia-2.8b-deduped,-1,base,resid0,30,0.84906005859375,2.787097707390785
pythia-2.8b-deduped,-1,base,resid_mid,30,0.190704345703125,2.787097707390785
pythia-2.8b-deduped,-1,base,resid_final,30,0.33941650390625,2.787097707390785
pythia-2.8b-deduped,-1,base,resid0,31,0.75726318359375,2.0500229543540627
pythia-2.8b-deduped,-1,base,resid_mid,31,0.210601806640625,2.0500229543540627
pythia-2.8b-deduped,-1,base,resid_final,31,0.344818115234375,2.0500229543540627
pythia-2.8b-deduped,-1,base,resid0,32,0.739898681640625,2.823367236647755
pythia-2.8b-deduped,-1,base,resid_mid,32,0.218017578125,2.823367236647755
pythia-2.8b-deduped,-1,base,resid_final,32,0.412384033203125,2.823367236647755
pythia-2.8b-deduped,-1,base,resid0,33,0.819091796875,2.7193529345095158
pythia-2.8b-deduped,-1,base,resid_mid,33,0.24139404296875,2.7193529345095158
pythia-2.8b-deduped,-1,base,resid_final,33,0.40179443359375,2.7193529345095158
pythia-2.8b-deduped,-1,base,resid0,34,0.835357666015625,2.009428272023797
pythia-2.8b-deduped,-1,base,resid_mid,34,0.194732666015625,2.009428272023797
pythia-2.8b-deduped,-1,base,resid_final,34,0.455902099609375,2.009428272023797
pythia-2.8b-deduped,-1,base,resid0,35,0.87152099609375,2.6814980207709596
pythia-2.8b-deduped,-1,base,resid_mid,35,0.2188720703125,2.6814980207709596
pythia-2.8b-deduped,-1,base,resid_final,35,0.356231689453125,2.6814980207709596
pythia-2.8b-deduped,-1,base,resid0,36,0.899566650390625,2.2328007854521275
pythia-2.8b-deduped,-1,base,resid_mid,36,0.2261962890625,2.2328007854521275
pythia-2.8b-deduped,-1,base,resid_final,36,0.39996337890625,2.2328007854521275
pythia-2.8b-deduped,-1,base,resid0,37,0.819732666015625,2.258191367611289
pythia-2.8b-deduped,-1,base,resid_mid,37,0.17974853515625,2.258191367611289
pythia-2.8b-deduped,-1,base,resid_final,37,0.331634521484375,2.258191367611289
pythia-2.8b-deduped,-1,base,resid0,38,0.853546142578125,2.3454381769988686
pythia-2.8b-deduped,-1,base,resid_mid,38,0.222747802734375,2.3454381769988686
pythia-2.8b-deduped,-1,base,resid_final,38,0.425048828125,2.3454381769988686
pythia-2.8b-deduped,-1,base,resid0,39,0.92327880859375,2.31439575063996
pythia-2.8b-deduped,-1,base,resid_mid,39,0.233734130859375,2.31439575063996
pythia-2.8b-deduped,-1,base,resid_final,39,0.43890380859375,2.31439575063996
pythia-2.8b-deduped,-1,base,resid0,40,0.914337158203125,1.7993271108716726
pythia-2.8b-deduped,-1,base,resid_mid,40,0.21942138671875,1.7993271108716726
pythia-2.8b-deduped,-1,base,resid_final,40,0.359283447265625,1.7993271108716726
pythia-2.8b-deduped,-1,base,resid0,41,0.78790283203125,1.9943451816216111
pythia-2.8b-deduped,-1,base,resid_mid,41,0.194488525390625,1.9943451816216111
pythia-2.8b-deduped,-1,base,resid_final,41,0.290069580078125,1.9943451816216111
pythia-2.8b-deduped,-1,base,resid0,42,0.833770751953125,2.7406113030738197
pythia-2.8b-deduped,-1,base,resid_mid,42,0.19476318359375,2.7406113030738197
pythia-2.8b-deduped,-1,base,resid_final,42,0.43450927734375,2.7406113030738197
pythia-2.8b-deduped,-1,base,resid0,43,0.8978271484375,2.8030913867405616
pythia-2.8b-deduped,-1,base,resid_mid,43,0.19989013671875,2.8030913867405616
pythia-2.8b-deduped,-1,base,resid_final,43,0.3466796875,2.8030913867405616
pythia-2.8b-deduped,-1,base,resid0,44,0.9066162109375,2.9957163827493787
pythia-2.8b-deduped,-1,base,resid_mid,44,0.22711181640625,2.9957163827493787
pythia-2.8b-deduped,-1,base,resid_final,44,0.38006591796875,2.9957163827493787
pythia-2.8b-deduped,-1,base,resid0,45,0.8494873046875,2.397537663578987
pythia-2.8b-deduped,-1,base,resid_mid,45,0.21044921875,2.397537663578987
pythia-2.8b-deduped,-1,base,resid_final,45,0.356475830078125,2.397537663578987
pythia-2.8b-deduped,-1,base,resid0,46,0.776275634765625,2.642690017586574
pythia-2.8b-deduped,-1,base,resid_mid,46,0.19940185546875,2.642690017586574
pythia-2.8b-deduped,-1,base,resid_final,46,0.343719482421875,2.642690017586574
pythia-2.8b-deduped,-1,base,logits,47,,2.288367096683942
pythia-2.8b-deduped,1,ablated,resid0,0,0.95050048828125,3.725801855325699
pythia-2.8b-deduped,1,ablated,resid_mid,0,0.23980712890625,3.725801855325699
pythia-2.8b-deduped,1,ablated,resid_final,0,0.347412109375,3.725801855325699
pythia-2.8b-deduped,1,ablated,resid0,1,0.766876220703125,3.8623708561062813
pythia-2.8b-deduped,1,ablated,resid_mid,1,0.227294921875,3.8623708561062813
pythia-2.8b-deduped,1,ablated,resid_final,1,0.420257568359375,3.8623708561062813
pythia-2.8b-deduped,1,ablated,resid0,2,0.562896728515625,3.359600815922022
pythia-2.8b-deduped,1,ablated,resid_mid,2,0.133758544921875,3.359600815922022
pythia-2.8b-deduped,1,ablated,resid_final,2,0.14337158203125,3.359600815922022
pythia-2.8b-deduped,1,ablated,resid0,3,0.568817138671875,4.007804356515408
pythia-2.8b-deduped,1,ablated,resid_mid,3,0.18658447265625,4.007804356515408
pythia-2.8b-deduped,1,ablated,resid_final,3,0.230224609375,4.007804356515408
pythia-2.8b-deduped,1,ablated,resid0,4,0.733795166015625,3.816741583868861
pythia-2.8b-deduped,1,ablated,resid_mid,4,0.200958251953125,3.816741583868861
pythia-2.8b-deduped,1,ablated,resid_final,4,0.428497314453125,3.816741583868861
pythia-2.8b-deduped,1,ablated,resid0,5,0.766082763671875,4.209395587444305
pythia-2.8b-deduped,1,ablated,resid_mid,5,0.182708740234375,4.209395587444305
pythia-2.8b-deduped,1,ablated,resid_final,5,0.402313232421875,4.209395587444305
pythia-2.8b-deduped,1,ablated,resid0,6,0.84222412109375,4.588868334889412
pythia-2.8b-deduped,1,ablated,resid_mid,6,0.177215576171875,4.588868334889412
pythia-2.8b-deduped,1,ablated,resid_final,6,0.300628662109375,4.588868334889412
pythia-2.8b-deduped,1,ablated,resid0,7,0.813385009765625,3.7641007862985134
pythia-2.8b-deduped,1,ablated,resid_mid,7,0.19873046875,3.7641007862985134
pythia-2.8b-deduped,1,ablated,resid_final,7,0.26690673828125,3.7641007862985134
pythia-2.8b-deduped,1,ablated,resid0,8,0.794464111328125,3.580878641572781
pythia-2.8b-deduped,1,ablated,resid_mid,8,0.18603515625,3.580878641572781
pythia-2.8b-deduped,1,ablated,resid_final,8,0.287872314453125,3.580878641572781
pythia-2.8b-deduped,1,ablated,resid0,9,0.7774658203125,3.1124584656208754
pythia-2.8b-deduped,1,ablated,resid_mid,9,0.180206298828125,3.1124584656208754
pythia-2.8b-deduped,1,ablated,resid_final,9,0.2462158203125,3.1124584656208754
pythia-2.8b-deduped,1,ablated,resid0,10,0.75103759765625,3.159296303987503
pythia-2.8b-deduped,1,ablated,resid_mid,10,0.18023681640625,3.159296303987503
pythia-2.8b-deduped,1,ablated,resid_final,10,0.264251708984375,3.159296303987503
pythia-2.8b-deduped,1,ablated,resid0,11,0.84454345703125,2.672102462500334
pythia-2.8b-deduped,1,ablated,resid_mid,11,0.192535400390625,2.672102462500334
pythia-2.8b-deduped,1,ablated,resid_final,11,0.3365478515625,2.672102462500334
pythia-2.8b-deduped,1,ablated,resid0,12,0.843292236328125,3.335382893681526
pythia-2.8b-deduped,1,ablated,resid_mid,12,0.19244384765625,3.335382893681526
pythia-2.8b-deduped,1,ablated,resid_final,12,0.351165771484375,3.335382893681526
pythia-2.8b-deduped,1,ablated,resid0,13,0.805511474609375,3.83308594673872
pythia-2.8b-deduped,1,ablated,resid_mid,13,0.185272216796875,3.83308594673872
pythia-2.8b-deduped,1,ablated,resid_final,13,0.366851806640625,3.83308594673872
pythia-2.8b-deduped,1,ablated,resid0,14,0.7801513671875,2.5735592655837536
pythia-2.8b-deduped,1,ablated,resid_mid,14,0.173370361328125,2.5735592655837536
pythia-2.8b-deduped,1,ablated,resid_final,14,0.345855712890625,2.5735592655837536
pythia-2.8b-deduped,1,ablated,resid0,15,0.732818603515625,2.2402349673211575
pythia-2.8b-deduped,1,ablated,resid_mid,15,0.163848876953125,2.2402349673211575
pythia-2.8b-deduped,1,ablated,resid_final,15,0.307586669921875,2.2402349673211575
pythia-2.8b-deduped,1,ablated,resid0,16,0.66912841796875,2.865929953753948
pythia-2.8b-deduped,1,ablated,resid_mid,16,0.165618896484375,2.865929953753948
pythia-2.8b-deduped,1,ablated,resid_final,16,0.31097412109375,2.865929953753948
pythia-2.8b-deduped,1,ablated,resid0,17,0.742828369140625,2.9260070212185383
pythia-2.8b-deduped,1,ablated,resid_mid,17,0.189453125,2.9260070212185383
pythia-2.8b-deduped,1,ablated,resid_final,17,0.345367431640625,2.9260070212185383
pythia-2.8b-deduped,1,ablated,resid0,18,0.71466064453125,2.5651117116212845
pythia-2.8b-deduped,1,ablated,resid_mid,18,0.171112060546875,2.5651117116212845
pythia-2.8b-deduped,1,ablated,resid_final,18,0.344085693359375,2.5651117116212845
pythia-2.8b-deduped,1,ablated,resid0,19,0.793975830078125,3.241929735057056
pythia-2.8b-deduped,1,ablated,resid_mid,19,0.191986083984375,3.241929735057056
pythia-2.8b-deduped,1,ablated,resid_final,19,0.3460693359375,3.241929735057056
pythia-2.8b-deduped,1,ablated,resid0,20,0.77294921875,3.2727386485785246
pythia-2.8b-deduped,1,ablated,resid_mid,20,0.190185546875,3.2727386485785246
pythia-2.8b-deduped,1,ablated,resid_final,20,0.33843994140625,3.2727386485785246
pythia-2.8b-deduped,1,ablated,resid0,21,0.85546875,2.6470361002720892
pythia-2.8b-deduped,1,ablated,resid_mid,21,0.210968017578125,2.6470361002720892
pythia-2.8b-deduped,1,ablated,resid_final,21,0.408721923828125,2.6470361002720892
pythia-2.8b-deduped,1,ablated,resid0,22,0.827911376953125,2.791631381958723
pythia-2.8b-deduped,1,ablated,resid_mid,22,0.1851806640625,2.791631381958723
pythia-2.8b-deduped,1,ablated,resid_final,22,0.3035888671875,2.791631381958723
pythia-2.8b-deduped,1,ablated,resid0,23,0.794677734375,2.895144570618868
pythia-2.8b-deduped,1,ablated,resid_mid,23,0.170074462890625,2.895144570618868
pythia-2.8b-deduped,1,ablated,resid_final,23,0.30816650390625,2.895144570618868
pythia-2.8b-deduped,1,ablated,resid0,24,0.739044189453125,3.1583307310938835
pythia-2.8b-deduped,1,ablated,resid_mid,24,0.169769287109375,3.1583307310938835
pythia-2.8b-deduped,1,ablated,resid_final,24,0.27923583984375,3.1583307310938835
pythia-2.8b-deduped,1,ablated,resid0,25,0.589263916015625,2.9508331874385476
pythia-2.8b-deduped,1,ablated,resid_mid,25,0.147735595703125,2.9508331874385476
pythia-2.8b-deduped,1,ablated,resid_final,25,0.241973876953125,2.9508331874385476
pythia-2.8b-deduped,1,ablated,resid0,26,0.599884033203125,2.831092167645693
pythia-2.8b-deduped,1,ablated,resid_mid,26,0.162078857421875,2.831092167645693
pythia-2.8b-deduped,1,ablated,resid_final,26,0.30780029296875,2.831092167645693
pythia-2.8b-deduped,1,ablated,resid0,27,0.7430419921875,3.337775276042521
pythia-2.8b-deduped,1,ablated,resid_mid,27,0.19158935546875,3.337775276042521
pythia-2.8b-deduped,1,ablated,resid_final,27,0.344512939453125,3.337775276042521
pythia-2.8b-deduped,1,ablated,resid0,28,0.71466064453125,2.7504442371428013
pythia-2.8b-deduped,1,ablated,resid_mid,28,0.175811767578125,2.7504442371428013
pythia-2.8b-deduped,1,ablated,resid_final,28,0.2679443359375,2.7504442371428013
pythia-2.8b-deduped,1,ablated,resid0,29,0.728302001953125,3.3753434848040342
pythia-2.8b-deduped,1,ablated,resid_mid,29,0.179473876953125,3.3753434848040342
pythia-2.8b-deduped,1,ablated,resid_final,29,0.33282470703125,3.3753434848040342
pythia-2.8b-deduped,1,ablated,resid0,30,0.7833251953125,2.8404057808220387
pythia-2.8b-deduped,1,ablated,resid_mid,30,0.192352294921875,2.8404057808220387
pythia-2.8b-deduped,1,ablated,resid_final,30,0.310028076171875,2.8404057808220387
pythia-2.8b-deduped,1,ablated,resid0,31,0.7213134765625,2.785992388613522
pythia-2.8b-deduped,1,ablated,resid_mid,31,0.182647705078125,2.785992388613522
pythia-2.8b-deduped,1,ablated,resid_final,31,0.277099609375,2.785992388613522
pythia-2.8b-deduped,1,ablated,resid0,32,0.777618408203125,2.9660459170117974
pythia-2.8b-deduped,1,ablated,resid_mid,32,0.20068359375,2.9660459170117974
pythia-2.8b-deduped,1,ablated,resid_final,32,0.362152099609375,2.9660459170117974
pythia-2.8b-deduped,1,ablated,resid0,33,0.768280029296875,1.9020420843735337
pythia-2.8b-deduped,1,ablated,resid_mid,33,0.195281982421875,1.9020420843735337
pythia-2.8b-deduped,1,ablated,resid_final,33,0.30853271484375,1.9020420843735337
pythia-2.8b-deduped,1,ablated,resid0,34,0.6923828125,2.1587561359629035
pythia-2.8b-deduped,1,ablated,resid_mid,34,0.2060546875,2.1587561359629035
pythia-2.8b-deduped,1,ablated,resid_final,34,0.270172119140625,2.1587561359629035
pythia-2.8b-deduped,1,ablated,resid0,35,0.7457275390625,1.853691496886313
pythia-2.8b-deduped,1,ablated,resid_mid,35,0.202392578125,1.853691496886313
pythia-2.8b-deduped,1,ablated,resid_final,35,0.2991943359375,1.853691496886313
pythia-2.8b-deduped,1,ablated,resid0,36,0.708648681640625,2.3906937669962645
pythia-2.8b-deduped,1,ablated,resid_mid,36,0.19439697265625,2.3906937669962645
pythia-2.8b-deduped,1,ablated,resid_final,36,0.327972412109375,2.3906937669962645
pythia-2.8b-deduped,1,ablated,resid0,37,0.7103271484375,2.2903894372284412
pythia-2.8b-deduped,1,ablated,resid_mid,37,0.178863525390625,2.2903894372284412
pythia-2.8b-deduped,1,ablated,resid_final,37,0.281585693359375,2.2903894372284412
pythia-2.8b-deduped,1,ablated,resid0,38,0.764007568359375,1.9728842112235725
pythia-2.8b-deduped,1,ablated,resid_mid,38,0.193450927734375,1.9728842112235725
pythia-2.8b-deduped,1,ablated,resid_final,38,0.273223876953125,1.9728842112235725
pythia-2.8b-deduped,1,ablated,resid0,39,0.822998046875,2.5936190327629447
pythia-2.8b-deduped,1,ablated,resid_mid,39,0.18011474609375,2.5936190327629447
pythia-2.8b-deduped,1,ablated,resid_final,39,0.30462646484375,2.5936190327629447
pythia-2.8b-deduped,1,ablated,resid0,40,0.754669189453125,1.973393200431019
pythia-2.8b-deduped,1,ablated,resid_mid,40,0.21490478515625,1.973393200431019
pythia-2.8b-deduped,1,ablated,resid_final,40,0.368377685546875,1.973393200431019
pythia-2.8b-deduped,1,ablated,resid0,41,0.671173095703125,1.9148060362786055
pythia-2.8b-deduped,1,ablated,resid_mid,41,0.18975830078125,1.9148060362786055
pythia-2.8b-deduped,1,ablated,resid_final,41,0.2635498046875,1.9148060362786055
pythia-2.8b-deduped,1,ablated,resid0,42,0.635833740234375,2.359404907329008
pythia-2.8b-deduped,1,ablated,resid_mid,42,0.153717041015625,2.359404907329008
pythia-2.8b-deduped,1,ablated,resid_final,42,0.283355712890625,2.359404907329008
pythia-2.8b-deduped,1,ablated,resid0,43,0.608856201171875,2.659903069026768
pythia-2.8b-deduped,1,ablated,resid_mid,43,0.147430419921875,2.659903069026768
pythia-2.8b-deduped,1,ablated,resid_final,43,0.321075439453125,2.659903069026768
pythia-2.8b-deduped,1,ablated,resid0,44,0.632354736328125,2.8868967050220817
pythia-2.8b-deduped,1,ablated,resid_mid,44,0.15093994140625,2.8868967050220817
pythia-2.8b-deduped,1,ablated,resid_final,44,0.209228515625,2.8868967050220817
pythia-2.8b-deduped,1,ablated,resid0,45,0.69000244140625,3.390514438971877
pythia-2.8b-deduped,1,ablated,resid_mid,45,0.158416748046875,3.390514438971877
pythia-2.8b-deduped,1,ablated,resid_final,45,0.439178466796875,3.390514438971877
pythia-2.8b-deduped,1,ablated,resid0,46,0.74102783203125,3.413330376148224
pythia-2.8b-deduped,1,ablated,resid_mid,46,0.1654052734375,3.413330376148224
pythia-2.8b-deduped,1,ablated,resid_final,46,0.3726806640625,3.413330376148224
pythia-2.8b-deduped,1,ablated,logits,47,,2.5355912221129984
pythia-2.8b-deduped,8,ablated,resid0,0,0.9378662109375,3.5571168661117554
pythia-2.8b-deduped,8,ablated,resid_mid,0,0.24676513671875,3.5571168661117554
pythia-2.8b-deduped,8,ablated,resid_final,0,0.363128662109375,3.5571168661117554
pythia-2.8b-deduped,8,ablated,resid0,1,0.800811767578125,3.2466720789670944
pythia-2.8b-deduped,8,ablated,resid_mid,1,0.24658203125,3.2466720789670944
pythia-2.8b-deduped,8,ablated,resid_final,1,0.42620849609375,3.2466720789670944
pythia-2.8b-deduped,8,ablated,resid0,2,0.607025146484375,3.362762801349163
pythia-2.8b-deduped,8,ablated,resid_mid,2,0.195556640625,3.362762801349163
pythia-2.8b-deduped,8,ablated,resid_final,2,0.2354736328125,3.362762801349163
pythia-2.8b-deduped,8,ablated,resid0,3,0.840545654296875,4.543877226300538
pythia-2.8b-deduped,8,ablated,resid_mid,3,0.222625732421875,4.543877226300538
pythia-2.8b-deduped,8,ablated,resid_final,3,0.526641845703125,4.543877226300538
pythia-2.8b-deduped,8,ablated,resid0,4,0.85882568359375,3.681263318285346
pythia-2.8b-deduped,8,ablated,resid_mid,4,0.22186279296875,3.681263318285346
pythia-2.8b-deduped,8,ablated,resid_final,4,0.31109619140625,3.681263318285346
pythia-2.8b-deduped,8,ablated,resid0,5,0.88134765625,3.265793461818248
pythia-2.8b-deduped,8,ablated,resid_mid,5,0.21533203125,3.265793461818248
pythia-2.8b-deduped,8,ablated,resid_final,5,0.35943603515625,3.265793461818248
pythia-2.8b-deduped,8,ablated,resid0,6,0.8809814453125,3.2744962069264147
pythia-2.8b-deduped,8,ablated,resid_mid,6,0.2244873046875,3.2744962069264147
pythia-2.8b-deduped,8,ablated,resid_final,6,0.403289794921875,3.2744962069264147
pythia-2.8b-deduped,8,ablated,resid0,7,0.8538818359375,3.2567926421761513
pythia-2.8b-deduped,8,ablated,resid_mid,7,0.200897216796875,3.2567926421761513
pythia-2.8b-deduped,8,ablated,resid_final,7,0.334503173828125,3.2567926421761513
pythia-2.8b-deduped,8,ablated,resid0,8,0.83642578125,3.169926393602509
pythia-2.8b-deduped,8,ablated,resid_mid,8,0.201507568359375,3.169926393602509
pythia-2.8b-deduped,8,ablated,resid_final,8,0.4815673828125,3.169926393602509
pythia-2.8b-deduped,8,ablated,resid0,9,0.77313232421875,2.323892969638109
pythia-2.8b-deduped,8,ablated,resid_mid,9,0.20947265625,2.323892969638109
pythia-2.8b-deduped,8,ablated,resid_final,9,0.299591064453125,2.323892969638109
pythia-2.8b-deduped,8,ablated,resid0,10,0.889129638671875,3.0090655721724033
pythia-2.8b-deduped,8,ablated,resid_mid,10,0.239959716796875,3.0090655721724033
pythia-2.8b-deduped,8,ablated,resid_final,10,0.4967041015625,3.0090655721724033
pythia-2.8b-deduped,8,ablated,resid0,11,0.889739990234375,2.660246057326731
pythia-2.8b-deduped,8,ablated,resid_mid,11,0.227264404296875,2.660246057326731
pythia-2.8b-deduped,8,ablated,resid_final,11,0.356475830078125,2.660246057326731
pythia-2.8b-deduped,8,ablated,resid0,12,0.880950927734375,2.3938310727244243
pythia-2.8b-deduped,8,ablated,resid_mid,12,0.21661376953125,2.3938310727244243
pythia-2.8b-deduped,8,ablated,resid_final,12,0.35028076171875,2.3938310727244243
pythia-2.8b-deduped,8,ablated,resid0,13,0.778076171875,2.6504133068956435
pythia-2.8b-deduped,8,ablated,resid_mid,13,0.208892822265625,2.6504133068956435
pythia-2.8b-deduped,8,ablated,resid_final,13,0.29931640625,2.6504133068956435
pythia-2.8b-deduped,8,ablated,resid0,14,0.79278564453125,2.344458152074367
pythia-2.8b-deduped,8,ablated,resid_mid,14,0.1876220703125,2.344458152074367
pythia-2.8b-deduped,8,ablated,resid_final,14,0.325408935546875,2.344458152074367
pythia-2.8b-deduped,8,ablated,resid0,15,0.854736328125,3.235964230960235
pythia-2.8b-deduped,8,ablated,resid_mid,15,0.207489013671875,3.235964230960235
pythia-2.8b-deduped,8,ablated,resid_final,15,0.38226318359375,3.235964230960235
pythia-2.8b-deduped,8,ablated,resid0,16,0.911590576171875,2.7464090744033456
