head_idx,drift_final_ablated,entropy_logits_ablated,delta_drift_final,delta_entropy_logits,mean_between_mid,mean_between_final,mean_between_kl,vdi_effect
0,0.38627137529089095,2.3403164092451334,0.024030969498005317,0.05194931256119162,0.30251312255859375,0.5379180908203125,8.747093796730042,-12.958990536820014
1,0.314844659034242,2.5355912221129984,-0.04739574675864361,0.24722412542905658,0.31368255615234375,0.565032958984375,8.047454684972763,10.708506868860956
8,0.37454872942985373,2.4868568894453347,0.0123083236369681,0.1984897927613929,0.2737916111946106,0.4683723449707031,7.534860506799305,6.151360297820543
26,0.3717060494930186,1.372003705240786,0.009465643700132975,-0.9163633914431557,0.2695014476776123,0.48130035400390625,7.759029152730363,6.276209156285097
27,0.37914000166223405,1.802403685171157,0.016899595869348416,-0.4859634115127849,0.2392120361328125,0.42351531982421875,6.733277402299791,-52.96202842024716
31,0.38737065741356386,1.613839440018637,0.025130251620678223,-0.6745276566653047,0.2522982656955719,0.4528791010379791,7.43009287968016,-37.08712832451016
